,Diagnosis,Drug,Age,Ethnicity,Gender,Count
5338,G.I. HEMORRHAGE W CC,Acetaminophen,35 to 44 years,WHITE,F,2
5339,G.I. HEMORRHAGE W CC,Acetaminophen,35 to 44 years,WHITE,M,1
5340,G.I. HEMORRHAGE W CC,Acetaminophen,45 to 54 years,BLACK,M,2
5341,G.I. HEMORRHAGE W CC,Acetaminophen,45 to 54 years,HISPANIC OR LATINO,M,2
5342,G.I. HEMORRHAGE W CC,Acetaminophen,45 to 54 years,WHITE,F,6
5343,G.I. HEMORRHAGE W CC,Acetaminophen,45 to 54 years,WHITE,M,8
5344,G.I. HEMORRHAGE W CC,Acetaminophen,55 to 64 years,ASIAN,F,1
5345,G.I. HEMORRHAGE W CC,Acetaminophen,55 to 64 years,BLACK,M,3
5346,G.I. HEMORRHAGE W CC,Acetaminophen,55 to 64 years,OTHERS,F,1
5347,G.I. HEMORRHAGE W CC,Acetaminophen,55 to 64 years,WHITE,F,6
5348,G.I. HEMORRHAGE W CC,Acetaminophen,55 to 64 years,WHITE,M,7
5349,G.I. HEMORRHAGE W CC,Acetaminophen,65 to 74 years,BLACK,F,1
5350,G.I. HEMORRHAGE W CC,Acetaminophen,65 to 74 years,OTHERS,F,1
5351,G.I. HEMORRHAGE W CC,Acetaminophen,65 to 74 years,OTHERS,M,2
5352,G.I. HEMORRHAGE W CC,Acetaminophen,65 to 74 years,WHITE,F,6
5353,G.I. HEMORRHAGE W CC,Acetaminophen,65 to 74 years,WHITE,M,2
5354,G.I. HEMORRHAGE W CC,Acetaminophen,75 to 84 years,BLACK,F,5
5355,G.I. HEMORRHAGE W CC,Acetaminophen,75 to 84 years,WHITE,F,6
5356,G.I. HEMORRHAGE W CC,Acetaminophen,75 to 84 years,WHITE,M,1
5357,G.I. HEMORRHAGE W CC,Acetaminophen,85 years and older,ASIAN,F,4
5358,G.I. HEMORRHAGE W CC,Acetaminophen,85 years and older,ASIAN,M,4
5359,G.I. HEMORRHAGE W CC,Acetaminophen,85 years and older,BLACK,F,27
5360,G.I. HEMORRHAGE W CC,Acetaminophen,85 years and older,BLACK,M,17
5361,G.I. HEMORRHAGE W CC,Acetaminophen,85 years and older,HISPANIC OR LATINO,F,1
5362,G.I. HEMORRHAGE W CC,Acetaminophen,85 years and older,HISPANIC OR LATINO,M,6
5363,G.I. HEMORRHAGE W CC,Acetaminophen,85 years and older,OTHERS,F,5
5364,G.I. HEMORRHAGE W CC,Acetaminophen,85 years and older,OTHERS,M,11
5365,G.I. HEMORRHAGE W CC,Acetaminophen,85 years and older,WHITE,F,79
5366,G.I. HEMORRHAGE W CC,Acetaminophen,85 years and older,WHITE,M,81
5367,G.I. HEMORRHAGE W CC,Bisacodyl,25 to 34 years,BLACK,F,1
5368,G.I. HEMORRHAGE W CC,Bisacodyl,45 to 54 years,BLACK,F,1
5369,G.I. HEMORRHAGE W CC,Bisacodyl,45 to 54 years,HISPANIC OR LATINO,M,2
5370,G.I. HEMORRHAGE W CC,Bisacodyl,45 to 54 years,WHITE,M,2
5371,G.I. HEMORRHAGE W CC,Bisacodyl,55 to 64 years,WHITE,F,1
5372,G.I. HEMORRHAGE W CC,Bisacodyl,55 to 64 years,WHITE,M,2
5373,G.I. HEMORRHAGE W CC,Bisacodyl,65 to 74 years,OTHERS,F,1
5374,G.I. HEMORRHAGE W CC,Bisacodyl,65 to 74 years,WHITE,F,1
5375,G.I. HEMORRHAGE W CC,Bisacodyl,65 to 74 years,WHITE,M,2
5376,G.I. HEMORRHAGE W CC,Bisacodyl,75 to 84 years,BLACK,F,2
5377,G.I. HEMORRHAGE W CC,Bisacodyl,75 to 84 years,WHITE,F,1
5378,G.I. HEMORRHAGE W CC,Bisacodyl,75 to 84 years,WHITE,M,1
5379,G.I. HEMORRHAGE W CC,Bisacodyl,85 years and older,ASIAN,F,1
5380,G.I. HEMORRHAGE W CC,Bisacodyl,85 years and older,BLACK,F,2
5381,G.I. HEMORRHAGE W CC,Bisacodyl,85 years and older,BLACK,M,4
5382,G.I. HEMORRHAGE W CC,Bisacodyl,85 years and older,OTHERS,F,1
5383,G.I. HEMORRHAGE W CC,Bisacodyl,85 years and older,OTHERS,M,1
5384,G.I. HEMORRHAGE W CC,Bisacodyl,85 years and older,WHITE,F,8
5385,G.I. HEMORRHAGE W CC,Bisacodyl,85 years and older,WHITE,M,14
5386,G.I. HEMORRHAGE W CC,D5W,35 to 44 years,WHITE,M,1
5387,G.I. HEMORRHAGE W CC,D5W,45 to 54 years,WHITE,F,1
5388,G.I. HEMORRHAGE W CC,D5W,65 to 74 years,ASIAN,F,1
5389,G.I. HEMORRHAGE W CC,D5W,65 to 74 years,WHITE,F,1
5390,G.I. HEMORRHAGE W CC,D5W,65 to 74 years,WHITE,M,4
5391,G.I. HEMORRHAGE W CC,D5W,75 to 84 years,BLACK,F,1
5392,G.I. HEMORRHAGE W CC,D5W,75 to 84 years,WHITE,F,1
5393,G.I. HEMORRHAGE W CC,D5W,85 years and older,BLACK,F,5
5394,G.I. HEMORRHAGE W CC,D5W,85 years and older,BLACK,M,1
5395,G.I. HEMORRHAGE W CC,D5W,85 years and older,OTHERS,F,1
5396,G.I. HEMORRHAGE W CC,D5W,85 years and older,OTHERS,M,2
5397,G.I. HEMORRHAGE W CC,D5W,85 years and older,WHITE,F,32
5398,G.I. HEMORRHAGE W CC,D5W,85 years and older,WHITE,M,19
5399,G.I. HEMORRHAGE W CC,Dexamethasone,45 to 54 years,ASIAN,F,1
5400,G.I. HEMORRHAGE W CC,Dexamethasone,55 to 64 years,BLACK,M,1
5401,G.I. HEMORRHAGE W CC,Docusate Sodium,15 to 24 years,BLACK,M,1
5402,G.I. HEMORRHAGE W CC,Docusate Sodium,25 to 34 years,BLACK,M,1
5403,G.I. HEMORRHAGE W CC,Docusate Sodium,35 to 44 years,WHITE,F,2
5404,G.I. HEMORRHAGE W CC,Docusate Sodium,45 to 54 years,ASIAN,F,1
5405,G.I. HEMORRHAGE W CC,Docusate Sodium,45 to 54 years,BLACK,F,2
5406,G.I. HEMORRHAGE W CC,Docusate Sodium,45 to 54 years,BLACK,M,1
5407,G.I. HEMORRHAGE W CC,Docusate Sodium,45 to 54 years,HISPANIC OR LATINO,F,1
5408,G.I. HEMORRHAGE W CC,Docusate Sodium,45 to 54 years,HISPANIC OR LATINO,M,3
5409,G.I. HEMORRHAGE W CC,Docusate Sodium,45 to 54 years,WHITE,M,3
5410,G.I. HEMORRHAGE W CC,Docusate Sodium,55 to 64 years,WHITE,F,5
5411,G.I. HEMORRHAGE W CC,Docusate Sodium,55 to 64 years,WHITE,M,4
5412,G.I. HEMORRHAGE W CC,Docusate Sodium,65 to 74 years,ASIAN,F,1
5413,G.I. HEMORRHAGE W CC,Docusate Sodium,65 to 74 years,ASIAN,M,1
5414,G.I. HEMORRHAGE W CC,Docusate Sodium,65 to 74 years,OTHERS,F,2
5415,G.I. HEMORRHAGE W CC,Docusate Sodium,65 to 74 years,OTHERS,M,1
5416,G.I. HEMORRHAGE W CC,Docusate Sodium,65 to 74 years,WHITE,F,5
5417,G.I. HEMORRHAGE W CC,Docusate Sodium,65 to 74 years,WHITE,M,3
5418,G.I. HEMORRHAGE W CC,Docusate Sodium,75 to 84 years,BLACK,F,2
5419,G.I. HEMORRHAGE W CC,Docusate Sodium,75 to 84 years,HISPANIC OR LATINO,F,1
5420,G.I. HEMORRHAGE W CC,Docusate Sodium,75 to 84 years,OTHERS,M,1
5421,G.I. HEMORRHAGE W CC,Docusate Sodium,75 to 84 years,WHITE,F,1
5422,G.I. HEMORRHAGE W CC,Docusate Sodium,75 to 84 years,WHITE,M,2
5423,G.I. HEMORRHAGE W CC,Docusate Sodium,85 years and older,ASIAN,F,3
5424,G.I. HEMORRHAGE W CC,Docusate Sodium,85 years and older,ASIAN,M,3
5425,G.I. HEMORRHAGE W CC,Docusate Sodium,85 years and older,BLACK,F,13
5426,G.I. HEMORRHAGE W CC,Docusate Sodium,85 years and older,BLACK,M,9
5427,G.I. HEMORRHAGE W CC,Docusate Sodium,85 years and older,HISPANIC OR LATINO,F,2
5428,G.I. HEMORRHAGE W CC,Docusate Sodium,85 years and older,OTHERS,F,3
5429,G.I. HEMORRHAGE W CC,Docusate Sodium,85 years and older,OTHERS,M,6
5430,G.I. HEMORRHAGE W CC,Docusate Sodium,85 years and older,WHITE,F,45
5431,G.I. HEMORRHAGE W CC,Docusate Sodium,85 years and older,WHITE,M,39
5432,G.I. HEMORRHAGE W CC,Fentanyl Citrate,15 to 24 years,WHITE,F,1
5433,G.I. HEMORRHAGE W CC,Fentanyl Citrate,25 to 34 years,BLACK,M,3
5434,G.I. HEMORRHAGE W CC,Fentanyl Citrate,25 to 34 years,HISPANIC OR LATINO,M,1
5435,G.I. HEMORRHAGE W CC,Fentanyl Citrate,25 to 34 years,WHITE,M,1
5436,G.I. HEMORRHAGE W CC,Fentanyl Citrate,35 to 44 years,ASIAN,M,1
5437,G.I. HEMORRHAGE W CC,Fentanyl Citrate,35 to 44 years,WHITE,F,2
5438,G.I. HEMORRHAGE W CC,Fentanyl Citrate,35 to 44 years,WHITE,M,5
5439,G.I. HEMORRHAGE W CC,Fentanyl Citrate,45 to 54 years,BLACK,F,1
5440,G.I. HEMORRHAGE W CC,Fentanyl Citrate,45 to 54 years,WHITE,F,4
5441,G.I. HEMORRHAGE W CC,Fentanyl Citrate,45 to 54 years,WHITE,M,3
5442,G.I. HEMORRHAGE W CC,Fentanyl Citrate,55 to 64 years,ASIAN,F,2
5443,G.I. HEMORRHAGE W CC,Fentanyl Citrate,55 to 64 years,WHITE,F,1
5444,G.I. HEMORRHAGE W CC,Fentanyl Citrate,55 to 64 years,WHITE,M,5
5445,G.I. HEMORRHAGE W CC,Fentanyl Citrate,65 to 74 years,ASIAN,M,1
5446,G.I. HEMORRHAGE W CC,Fentanyl Citrate,65 to 74 years,WHITE,F,1
5447,G.I. HEMORRHAGE W CC,Fentanyl Citrate,65 to 74 years,WHITE,M,2
5448,G.I. HEMORRHAGE W CC,Fentanyl Citrate,75 to 84 years,WHITE,F,4
5449,G.I. HEMORRHAGE W CC,Fentanyl Citrate,75 to 84 years,WHITE,M,5
5450,G.I. HEMORRHAGE W CC,Fentanyl Citrate,85 years and older,ASIAN,F,3
5451,G.I. HEMORRHAGE W CC,Fentanyl Citrate,85 years and older,ASIAN,M,3
5452,G.I. HEMORRHAGE W CC,Fentanyl Citrate,85 years and older,BLACK,F,12
5453,G.I. HEMORRHAGE W CC,Fentanyl Citrate,85 years and older,BLACK,M,7
5454,G.I. HEMORRHAGE W CC,Fentanyl Citrate,85 years and older,HISPANIC OR LATINO,F,1
5455,G.I. HEMORRHAGE W CC,Fentanyl Citrate,85 years and older,HISPANIC OR LATINO,M,5
5456,G.I. HEMORRHAGE W CC,Fentanyl Citrate,85 years and older,OTHERS,M,10
5457,G.I. HEMORRHAGE W CC,Fentanyl Citrate,85 years and older,WHITE,F,45
5458,G.I. HEMORRHAGE W CC,Fentanyl Citrate,85 years and older,WHITE,M,67
5459,G.I. HEMORRHAGE W CC,Furosemide,25 to 34 years,HISPANIC OR LATINO,M,1
5460,G.I. HEMORRHAGE W CC,Furosemide,35 to 44 years,WHITE,M,2
5461,G.I. HEMORRHAGE W CC,Furosemide,45 to 54 years,HISPANIC OR LATINO,F,1
5462,G.I. HEMORRHAGE W CC,Furosemide,45 to 54 years,OTHERS,M,1
5463,G.I. HEMORRHAGE W CC,Furosemide,45 to 54 years,WHITE,F,1
5464,G.I. HEMORRHAGE W CC,Furosemide,45 to 54 years,WHITE,M,2
5465,G.I. HEMORRHAGE W CC,Furosemide,55 to 64 years,WHITE,F,1
5466,G.I. HEMORRHAGE W CC,Furosemide,55 to 64 years,WHITE,M,4
5467,G.I. HEMORRHAGE W CC,Furosemide,65 to 74 years,OTHERS,M,1
5468,G.I. HEMORRHAGE W CC,Furosemide,65 to 74 years,WHITE,F,3
5469,G.I. HEMORRHAGE W CC,Furosemide,75 to 84 years,WHITE,F,6
5470,G.I. HEMORRHAGE W CC,Furosemide,85 years and older,BLACK,F,16
5471,G.I. HEMORRHAGE W CC,Furosemide,85 years and older,BLACK,M,12
5472,G.I. HEMORRHAGE W CC,Furosemide,85 years and older,OTHERS,M,5
5473,G.I. HEMORRHAGE W CC,Furosemide,85 years and older,WHITE,F,40
5474,G.I. HEMORRHAGE W CC,Furosemide,85 years and older,WHITE,M,69
5475,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),25 to 34 years,BLACK,F,1
5476,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),25 to 34 years,WHITE,M,5
5477,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),35 to 44 years,WHITE,M,10
5478,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),45 to 54 years,WHITE,F,3
5479,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),55 to 64 years,WHITE,M,1
5480,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),65 to 74 years,WHITE,F,7
5481,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),65 to 74 years,WHITE,M,1
5482,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),75 to 84 years,HISPANIC OR LATINO,F,2
5483,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),85 years and older,BLACK,F,7
5484,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),85 years and older,HISPANIC OR LATINO,M,1
5485,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),85 years and older,OTHERS,M,3
5486,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),85 years and older,WHITE,F,11
5487,G.I. HEMORRHAGE W CC,HYDROmorphone (Dilaudid),85 years and older,WHITE,M,23
5488,G.I. HEMORRHAGE W CC,Heparin,45 to 54 years,ASIAN,F,1
5489,G.I. HEMORRHAGE W CC,Heparin,45 to 54 years,BLACK,M,1
5490,G.I. HEMORRHAGE W CC,Heparin,45 to 54 years,HISPANIC OR LATINO,M,2
5491,G.I. HEMORRHAGE W CC,Heparin,45 to 54 years,OTHERS,M,1
5492,G.I. HEMORRHAGE W CC,Heparin,45 to 54 years,WHITE,F,1
5493,G.I. HEMORRHAGE W CC,Heparin,45 to 54 years,WHITE,M,2
5494,G.I. HEMORRHAGE W CC,Heparin,55 to 64 years,WHITE,F,2
5495,G.I. HEMORRHAGE W CC,Heparin,55 to 64 years,WHITE,M,3
5496,G.I. HEMORRHAGE W CC,Heparin,65 to 74 years,ASIAN,M,1
5497,G.I. HEMORRHAGE W CC,Heparin,65 to 74 years,OTHERS,M,3
5498,G.I. HEMORRHAGE W CC,Heparin,65 to 74 years,WHITE,F,3
5499,G.I. HEMORRHAGE W CC,Heparin,65 to 74 years,WHITE,M,1
5500,G.I. HEMORRHAGE W CC,Heparin,75 to 84 years,WHITE,F,5
5501,G.I. HEMORRHAGE W CC,Heparin,75 to 84 years,WHITE,M,3
5502,G.I. HEMORRHAGE W CC,Heparin,85 years and older,ASIAN,F,1
5503,G.I. HEMORRHAGE W CC,Heparin,85 years and older,BLACK,F,18
5504,G.I. HEMORRHAGE W CC,Heparin,85 years and older,BLACK,M,4
5505,G.I. HEMORRHAGE W CC,Heparin,85 years and older,HISPANIC OR LATINO,M,1
5506,G.I. HEMORRHAGE W CC,Heparin,85 years and older,OTHERS,F,2
5507,G.I. HEMORRHAGE W CC,Heparin,85 years and older,OTHERS,M,3
5508,G.I. HEMORRHAGE W CC,Heparin,85 years and older,WHITE,F,30
5509,G.I. HEMORRHAGE W CC,Heparin,85 years and older,WHITE,M,56
5510,G.I. HEMORRHAGE W CC,Insulin,15 to 24 years,BLACK,M,3
5511,G.I. HEMORRHAGE W CC,Insulin,25 to 34 years,BLACK,F,1
5512,G.I. HEMORRHAGE W CC,Insulin,25 to 34 years,HISPANIC OR LATINO,M,2
5513,G.I. HEMORRHAGE W CC,Insulin,35 to 44 years,WHITE,M,2
5514,G.I. HEMORRHAGE W CC,Insulin,45 to 54 years,HISPANIC OR LATINO,M,2
5515,G.I. HEMORRHAGE W CC,Insulin,45 to 54 years,OTHERS,M,1
5516,G.I. HEMORRHAGE W CC,Insulin,45 to 54 years,WHITE,M,5
5517,G.I. HEMORRHAGE W CC,Insulin,55 to 64 years,HISPANIC OR LATINO,M,3
5518,G.I. HEMORRHAGE W CC,Insulin,55 to 64 years,WHITE,M,3
5519,G.I. HEMORRHAGE W CC,Insulin,65 to 74 years,ASIAN,M,1
5520,G.I. HEMORRHAGE W CC,Insulin,65 to 74 years,OTHERS,M,5
5521,G.I. HEMORRHAGE W CC,Insulin,65 to 74 years,WHITE,F,3
5522,G.I. HEMORRHAGE W CC,Insulin,65 to 74 years,WHITE,M,2
5523,G.I. HEMORRHAGE W CC,Insulin,75 to 84 years,HISPANIC OR LATINO,F,1
5524,G.I. HEMORRHAGE W CC,Insulin,75 to 84 years,OTHERS,M,1
5525,G.I. HEMORRHAGE W CC,Insulin,75 to 84 years,WHITE,F,5
5526,G.I. HEMORRHAGE W CC,Insulin,75 to 84 years,WHITE,M,1
5527,G.I. HEMORRHAGE W CC,Insulin,85 years and older,ASIAN,F,3
5528,G.I. HEMORRHAGE W CC,Insulin,85 years and older,ASIAN,M,2
5529,G.I. HEMORRHAGE W CC,Insulin,85 years and older,BLACK,F,40
5530,G.I. HEMORRHAGE W CC,Insulin,85 years and older,BLACK,M,13
5531,G.I. HEMORRHAGE W CC,Insulin,85 years and older,HISPANIC OR LATINO,F,3
5532,G.I. HEMORRHAGE W CC,Insulin,85 years and older,HISPANIC OR LATINO,M,4
5533,G.I. HEMORRHAGE W CC,Insulin,85 years and older,OTHERS,F,2
5534,G.I. HEMORRHAGE W CC,Insulin,85 years and older,OTHERS,M,14
5535,G.I. HEMORRHAGE W CC,Insulin,85 years and older,WHITE,F,40
5536,G.I. HEMORRHAGE W CC,Insulin,85 years and older,WHITE,M,58
5537,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,35 to 44 years,WHITE,M,1
5538,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,45 to 54 years,ASIAN,F,2
5539,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,45 to 54 years,OTHERS,M,1
5540,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,45 to 54 years,WHITE,F,1
5541,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,45 to 54 years,WHITE,M,5
5542,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,55 to 64 years,WHITE,F,1
5543,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,55 to 64 years,WHITE,M,5
5544,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,65 to 74 years,ASIAN,M,1
5545,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,65 to 74 years,WHITE,F,2
5546,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,65 to 74 years,WHITE,M,1
5547,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,85 years and older,ASIAN,F,1
5548,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,85 years and older,ASIAN,M,1
5549,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,85 years and older,BLACK,F,5
5550,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,85 years and older,BLACK,M,4
5551,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,85 years and older,HISPANIC OR LATINO,F,1
5552,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,85 years and older,HISPANIC OR LATINO,M,2
5553,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,85 years and older,OTHERS,F,2
5554,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,85 years and older,OTHERS,M,5
5555,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,85 years and older,WHITE,F,19
5556,G.I. HEMORRHAGE W CC,Iso-Osmotic Dextrose,85 years and older,WHITE,M,33
5557,G.I. HEMORRHAGE W CC,LeVETiracetam,45 to 54 years,WHITE,F,1
5558,G.I. HEMORRHAGE W CC,LeVETiracetam,55 to 64 years,WHITE,F,1
5559,G.I. HEMORRHAGE W CC,LeVETiracetam,85 years and older,WHITE,F,5
5560,G.I. HEMORRHAGE W CC,Magnesium Sulfate,15 to 24 years,WHITE,F,1
5561,G.I. HEMORRHAGE W CC,Magnesium Sulfate,25 to 34 years,WHITE,M,2
5562,G.I. HEMORRHAGE W CC,Magnesium Sulfate,35 to 44 years,WHITE,F,1
5563,G.I. HEMORRHAGE W CC,Magnesium Sulfate,35 to 44 years,WHITE,M,6
5564,G.I. HEMORRHAGE W CC,Magnesium Sulfate,45 to 54 years,ASIAN,F,1
5565,G.I. HEMORRHAGE W CC,Magnesium Sulfate,45 to 54 years,BLACK,F,3
5566,G.I. HEMORRHAGE W CC,Magnesium Sulfate,45 to 54 years,HISPANIC OR LATINO,F,1
5567,G.I. HEMORRHAGE W CC,Magnesium Sulfate,45 to 54 years,OTHERS,M,1
5568,G.I. HEMORRHAGE W CC,Magnesium Sulfate,45 to 54 years,WHITE,F,2
5569,G.I. HEMORRHAGE W CC,Magnesium Sulfate,45 to 54 years,WHITE,M,10
5570,G.I. HEMORRHAGE W CC,Magnesium Sulfate,55 to 64 years,WHITE,F,4
5571,G.I. HEMORRHAGE W CC,Magnesium Sulfate,55 to 64 years,WHITE,M,7
5572,G.I. HEMORRHAGE W CC,Magnesium Sulfate,65 to 74 years,ASIAN,F,4
5573,G.I. HEMORRHAGE W CC,Magnesium Sulfate,65 to 74 years,ASIAN,M,1
5574,G.I. HEMORRHAGE W CC,Magnesium Sulfate,65 to 74 years,BLACK,F,1
5575,G.I. HEMORRHAGE W CC,Magnesium Sulfate,65 to 74 years,OTHERS,M,2
5576,G.I. HEMORRHAGE W CC,Magnesium Sulfate,65 to 74 years,WHITE,F,6
5577,G.I. HEMORRHAGE W CC,Magnesium Sulfate,65 to 74 years,WHITE,M,3
5578,G.I. HEMORRHAGE W CC,Magnesium Sulfate,75 to 84 years,BLACK,F,3
5579,G.I. HEMORRHAGE W CC,Magnesium Sulfate,75 to 84 years,HISPANIC OR LATINO,F,1
5580,G.I. HEMORRHAGE W CC,Magnesium Sulfate,75 to 84 years,WHITE,F,9
5581,G.I. HEMORRHAGE W CC,Magnesium Sulfate,75 to 84 years,WHITE,M,5
5582,G.I. HEMORRHAGE W CC,Magnesium Sulfate,85 years and older,ASIAN,F,4
5583,G.I. HEMORRHAGE W CC,Magnesium Sulfate,85 years and older,ASIAN,M,2
5584,G.I. HEMORRHAGE W CC,Magnesium Sulfate,85 years and older,BLACK,F,20
5585,G.I. HEMORRHAGE W CC,Magnesium Sulfate,85 years and older,BLACK,M,8
5586,G.I. HEMORRHAGE W CC,Magnesium Sulfate,85 years and older,HISPANIC OR LATINO,F,1
5587,G.I. HEMORRHAGE W CC,Magnesium Sulfate,85 years and older,HISPANIC OR LATINO,M,4
5588,G.I. HEMORRHAGE W CC,Magnesium Sulfate,85 years and older,OTHERS,F,3
5589,G.I. HEMORRHAGE W CC,Magnesium Sulfate,85 years and older,OTHERS,M,6
5590,G.I. HEMORRHAGE W CC,Magnesium Sulfate,85 years and older,WHITE,F,63
5591,G.I. HEMORRHAGE W CC,Magnesium Sulfate,85 years and older,WHITE,M,81
5592,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,25 to 34 years,HISPANIC OR LATINO,M,1
5593,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,35 to 44 years,ASIAN,M,1
5594,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,35 to 44 years,WHITE,M,1
5595,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,45 to 54 years,WHITE,F,1
5596,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,45 to 54 years,WHITE,M,17
5597,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,55 to 64 years,BLACK,M,3
5598,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,65 to 74 years,OTHERS,F,1
5599,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,65 to 74 years,WHITE,F,8
5600,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,65 to 74 years,WHITE,M,2
5601,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,75 to 84 years,BLACK,F,1
5602,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,75 to 84 years,WHITE,F,7
5603,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,75 to 84 years,WHITE,M,2
5604,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,85 years and older,ASIAN,F,3
5605,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,85 years and older,ASIAN,M,2
5606,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,85 years and older,BLACK,F,19
5607,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,85 years and older,BLACK,M,6
5608,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,85 years and older,HISPANIC OR LATINO,M,3
5609,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,85 years and older,OTHERS,F,5
5610,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,85 years and older,OTHERS,M,10
5611,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,85 years and older,WHITE,F,67
5612,G.I. HEMORRHAGE W CC,Metoprolol Tartrate,85 years and older,WHITE,M,73
5613,G.I. HEMORRHAGE W CC,NS,25 to 34 years,WHITE,M,4
5614,G.I. HEMORRHAGE W CC,NS,35 to 44 years,HISPANIC OR LATINO,F,1
5615,G.I. HEMORRHAGE W CC,NS,35 to 44 years,WHITE,M,1
5616,G.I. HEMORRHAGE W CC,NS,45 to 54 years,ASIAN,F,1
5617,G.I. HEMORRHAGE W CC,NS,45 to 54 years,HISPANIC OR LATINO,F,1
5618,G.I. HEMORRHAGE W CC,NS,45 to 54 years,WHITE,F,2
5619,G.I. HEMORRHAGE W CC,NS,45 to 54 years,WHITE,M,6
5620,G.I. HEMORRHAGE W CC,NS,55 to 64 years,WHITE,M,2
5621,G.I. HEMORRHAGE W CC,NS,65 to 74 years,ASIAN,F,7
5622,G.I. HEMORRHAGE W CC,NS,65 to 74 years,WHITE,F,5
5623,G.I. HEMORRHAGE W CC,NS,65 to 74 years,WHITE,M,4
5624,G.I. HEMORRHAGE W CC,NS,75 to 84 years,BLACK,F,7
5625,G.I. HEMORRHAGE W CC,NS,75 to 84 years,WHITE,F,3
5626,G.I. HEMORRHAGE W CC,NS,75 to 84 years,WHITE,M,1
5627,G.I. HEMORRHAGE W CC,NS,85 years and older,ASIAN,M,5
5628,G.I. HEMORRHAGE W CC,NS,85 years and older,BLACK,F,8
5629,G.I. HEMORRHAGE W CC,NS,85 years and older,BLACK,M,1
5630,G.I. HEMORRHAGE W CC,NS,85 years and older,HISPANIC OR LATINO,M,1
5631,G.I. HEMORRHAGE W CC,NS,85 years and older,OTHERS,F,1
5632,G.I. HEMORRHAGE W CC,NS,85 years and older,OTHERS,M,3
5633,G.I. HEMORRHAGE W CC,NS,85 years and older,WHITE,F,44
5634,G.I. HEMORRHAGE W CC,NS,85 years and older,WHITE,M,60
5635,G.I. HEMORRHAGE W CC,Pantoprazole,15 to 24 years,WHITE,F,2
5636,G.I. HEMORRHAGE W CC,Pantoprazole,25 to 34 years,BLACK,F,2
5637,G.I. HEMORRHAGE W CC,Pantoprazole,25 to 34 years,BLACK,M,6
5638,G.I. HEMORRHAGE W CC,Pantoprazole,25 to 34 years,HISPANIC OR LATINO,M,3
5639,G.I. HEMORRHAGE W CC,Pantoprazole,25 to 34 years,WHITE,M,1
